,fname,text
27,fx.xyz docs organic shader,"fx.xyz docs organic shader.        Organic Shader           Home Products Support     Beta                 Contents x                True-Assets               Powered by              Organic Shader 11 Feb 2023          6         Minutes to read                 Contributors                Share this     Print  Share   Dark Light  PDF  Contents   Organic Shader  Updated on 11 Feb 2023             6            Minutes to read                       Contributors              Print  Share   Dark Light  PDF   Shader OverviewThe True-Organic shader is designed for use with texture sets centred around 'meaty' or 'leafy' materials. The ideal use for this material option would be for texture sets like Grass, Leaves and flesh. The shader is broken up into 4 distinct sections, in the UI using drop-down functions. This is to make the UI cleaner and allow the user to close information that is not needed. If you view this in the shader-editor, or the material properties, it will not look like the image on the left but will look like this:We advise using only the options in the UI for convenience. However if you edit the node-group and change any input names, this will break the functions in the UI.Shader BreakdownColourAlbedo HSL (affect trans and sss): This is a 0-1 slider value that will allow for adjustment to Hue, Saturation, and Lightness of the colour map texture. This will Affect the HSL of translucency and SSS (Subsurface Scattering).Hue: This will change the hue (Colour) of the materials albedo/diffuse texture. The default is 0.5 and ranges from 0-1.Saturation: This will increase or decrease the saturation of the albedo/diffuse map. Higher values make the material more vibrant, lower values will remove colour from the material. This ranges from 0-2 with 1 being default.Lightness: This will increase or decrease the visual brightness of the texture. Higher values will make it brighter, while lower values will make it darker. This ranges from 0-2 with 1 being default.SSS Hue and Saturation: This is a 0-1 slider value that will allow for adjustment to Hue and Saturation for ONLY the light that passes through the object/material. SSS Hue: This will change the hue (Colour) of the the light that passes through the object/material.SSS Saturation: This will increase or decrease the saturation of the light that passes through the object/material.Make SSS Human (Blood): This will force the SSS to become red and override any other values set before. This uses physically correct values to show the light passing through skin.AO Map Strenght: If an AO (Ambient Occlusion) map was in the texture set, then this will allow you to adjust that map strength.Explanatory GIFMaterialUse Translucent (Alpha-masked mats only): This is a 0-1 value, it should be either 0 or 1 not in between. This is used for things like leaves to allow light to pass through them. Translucent amount: This is a 0-2 value, with 1 being default. 0 lets no light pass through, while 2 lets the most light pass through. This only works on meshes that are planar and using textures for things like leaves/grass/flowers etc.Translucency ExampleThese values should only be used on meshes that are planar (don't have a volume/non-manifold). Translucency is the correct method to use on these meshes. SSS does not work on meshes with no volume or if they are not manifold meshes (no holes). This is an example of translucency in action:Use Subsurface scattering (manifold only): This is a 0-1 value. It should be either 0, or 1 only. This enables the SSS pass on the shader, which allows light to pass through the mesh based on relative thickness of the mesh. More light will pass through thinner/smaller parts, where less light will pass through thicker parts.SSS Amount: The strength of light passthrough. This is the factor value for SSS and ranges from 0-2 with 1 being default. (This can only be used if you have enabled SSS HSL in the colour tab)Subsurface IOR: This is the index of refraction value for SSS (at which angle light passes through CYCLES ONLY)Subsurface Anistropy: This changes the directionality of the light passing through (CYCLES ONLY).Roughness: This will affect the roughness of the shader based on the roughness map that was applied. This ranges from 0-1 and 0.5 being default (which is the roughness map with no changes applied) Lower values make it glossier, higher values make it rougher.Shiny Spots: This affects the black-clip of the roughness map. Higher values will make the black-levels of the map more obvious, creating patches of higher gloss areas. Higher values may make the whole map dark, which in-turn makes it glossier. This is a 0-1 value.Rough spots: This affects the white-clip of the roughness map. Higher values will make the white-levels of the map more obvious, creating patches of higher rough areas. Higher values may make the whole map light, which in-turn makes it rougher. This is a 0-1 value.Enable Opacity masks: This is on by default, and will make sure any materials that have an alpha mask come in with that mask enabled, allowing for transparent sections.DX to OGL Normals: This value is a 0-1 value, and is set to 0 by default. This will flip the Green channel of a normal map, so that it converts normal maps from Direct X (DX) to OpenGL (OGL) or vice-versa. This should be used if your shadows look wrong or if you know exactly what format the Normal map is in.Explanatory GIFSurfaceNormal map strength: This will affect the intensity of the normal map. 1 is default, and ranges from 0-10. Values can be keyed-in outside of this range, but beware this may provide unwanted results.Bump Strength: This will affect the bump/height map value. This is a 0-1 value.Bump Distance: This changes the perceived height of the bump map. The correct way to use a bump map is to set the strength to 1 and then adjust the intensity with this value. Values equate to Blender units (or whatever you have set units to) for example 0.25 in here would be equivalent to 2.5cm in height. This value is limited to 5 but any value can be keyed in. If you wish to invert the bump, set negative numbers. Displacement Scale: This is the strength of the displacement map. The height of the displacement intensity is the same as the bump in that a value of 0.25 will equate to a 2.5cm displacement value.Displacement Midlevel: This offsets the location at which the displacement will start from. Higher values will make the displaced mesh move inward from it's original volume, lower values will make it move outward from it's original volume.Displacement usageDisplacement of the mesh will ONLY work if you have set the ""experimental"" feature set in the render properties. It is CYCLES ONLY, and there needs to be a subsurface modifier on the object set to ""adaptive"" otherwise this will not work as shown in the GIFExplanatory GIFMappingTri-Planar mapping: This will swap from a UV map, to a projected procedural mapping system that maps directly to the XY and Z coordinated of a mesh. This is useful for removing stretching of textures on objects with high-sloping faces.Seam Blending (only tri-planar mapping): This will blur the visible seams from the Tri-Planar mapping system. This can cause artefacts when using adaptive displacementRotate texture: This rotates textures along their mapped co-ordinates. The values in here should be treated as rotation in degrees. 90, would be a rotation of 90 degrees.Scale textures up: This scales the textures to look larger.Scale X: This will scale textures along the X axis. Higher values mean there will be more repetitions in the texture.Scale Y: This will scale textures along the Y axis. Higher values mean there will be more repetitions in the texture.Scale Z: This will scale textures along the Z axis. This only works when Tri-Planar mapping is enabled as UV maps do not have a Z axiz. They only work along XY (UV). Higher values mean there will be more repetitions in the texture. X Location: This will move the mapped texture along the X axisY Location: This will move the mapped texture along the Y axisZ Location: This will move the mapped texture along the Z axis. This only works with Tri-Planar mapping enabled as a UV map does not have a Z axis.Make Texture Smaller: Increasing this value will increase the AMOUNT of tiles generated. This makes the texture appear smaller as it's scales down to add more tiles in the same mapping coordinates. This affects all previous mapping settings.Explanatory GIFMapping and ScaleIf you make changes to the mapping values, then change the size of the object and apply that scale. Mapping values will adjust automatically based on what the new dimensions are. You may need to re-adjust these values. The advised workflow is to set you object up at the correct scale before applying the material.  Was this article helpful? Yes    No     Thank you for your feedback! Our team will get back to you How can we improve this article? Your feedback  Need more information Difficult to understand Inaccurate or irrelevant content Missing/broken link Others Comment Comment (Optional) Character limit : 500 Please enter your comment Email (Optional) Email Notify me about change Please enter a valid email Cancel  What's Next           Plastic Shader            Table of contents                Shader Overview                             Shader Breakdown                       Documents Tutorials Store Discord       Copyright ©2023 True-VFX. All rights reserved Home Cookies Contact      "
28,fx.xyz docs plastic shader,"fx.xyz docs plastic shader.        Plastic Shader           Home Products Support     Beta                 Contents x                True-Assets               Powered by              Plastic Shader 11 Feb 2023          7         Minutes to read                 Contributors                Share this     Print  Share   Dark Light  PDF  Contents   Plastic Shader  Updated on 11 Feb 2023             7            Minutes to read                       Contributors              Print  Share   Dark Light  PDF   Shader OverviewThe True-Plastic shader is designed for use with texture sets centred around Plastic-like materials. The ideal use for this material option would be for texture sets like hard or soft plastics. The shader is broken up into 4 distinct sections, in the UI using drop-down functions. This is to make the UI cleaner and allow the user to close information that is not needed. If you view this in the shader-editor, or the material properties, it will not look like the image on the left but will look like this:We advise using only the options in the UI for convenience. However if you edit the node-group and change any input names, this will break the functions in the UI.Shader BreakdownColourEnable Colour Changes: This is a 0-1 slider value that will allow for adjustment directly to the HUE's on the diffuse/albedo map. This will not affect maps that are in the greyscale and will have limited effect on dark or very light hues.New Colour: This is a colour picker value. Click this and choose a new colour from the colour wheel. This will only adjust the hue and not the saturation or lightness. You can use this input in the shader editor to add a ""random"" object/particle node, with a colour ramp to give random colours to objects sharing this material.Enable Surface HSL: This is a 0-1 slider that enabled the HSL values to be used.Surface Hue: This will allow you change the hue of the whole diffuse map, this works on hues/colours in any shade, highlight, or saturation. This is a 0-1 value with default at 0.5Surface Saturation: This is a 0-2 value with the default being 1, that will allow for adjustment to Saturation for the diffuse map. Surface Lightness: This will change the lightness of the diffuse map. Lower values will be darker and higher values will be brighter. This is a 0-2 value with default being 1.SubSurface Hue: This will change the colour of the light passing through the object. This affects light either with SSS enabled or Translucency enabled.SubSurface Saturation: This will affect the saturation of the light that passes through the object. This affects light either with SSS enabled or Translucency enabled. AO Map Strength: If an AO (Ambient Occlusion) map was in the texture set, then this will allow you to adjust that map strength.Explanatory GIFMaterialRoughness: This will affect the roughness of the shader based on the roughness map that was applied. This ranges from 0-1 and 0.5 being default (which is the roughness map with no changes applied) Lower values make it glossier, higher values make it rougher.Shiny Spots: This affects the black-clip of the roughness map. Higher values will make the black-levels of the map more obvious, creating patches of higher gloss areas. Higher values may make the whole map dark, which in-turn makes it glossier. This is a 0-1 value.Rough spots: This affects the white-clip of the roughness map. Higher values will make the white-levels of the map more obvious, creating patches of higher rough areas. Higher values may make the whole map light, which in-turn makes it rougher. This is a 0-1 value.Enable Translucent: This is a 0-1 value, it should be either 0 or 1 not in between. This is used for things like leaves to allow light to pass through them. Translucent amount: This is a 0-10 value, with 1 being default. 0 lets no light pass through, while 10 lets the most light pass through. This is designed to work on ALL mesh types.Translucent Angle: This is a 0-1 value with 0.5 being default. This will refract light through the object. 0 will be a direct pass of light through the mesh from the source of light. (Light is at the top, scatter happens at the bottom). 1 Will refract the light at a complete perpendicular angle of the source. (light is at the top, scatter comes out the sides).Translucent Frosting: This is a 0-1 value with 0 being default. 0 will have a limited ""frosting"" effect on the object; this will have a limited penumbral effect. Setting this to 1 will give a highly ""frosted"" effect of the light scatter, increasing the penumbral effect.Translucent IOR: This is the index of refraction of the light. This is a limited range from 1.250 - 1.600Enable SSS Plastic: This will enable the Subsurface scattering of the mesh. This can only be used on manifold meshes, but can be used with alpha masked maps. SSS Amount: The strength of light passthrough. This is the factor value for SSS and ranges from 0-2 with 1 being default. (This can only be used if you have enabled SSS HSL in the colour tab)Enable Opacity masks: This is on by default, and will make sure any materials that have an alpha mask come in with that mask enabled, allowing for transparent sections.DX to OGL Normals: This value is a 0-1 value, and is set to 0 by default. This will flip the Green channel of a normal map, so that it converts normal maps from Direct X (DX) to OpenGL (OGL) or vice-versa. This should be used if your shadows look wrong or if you know exactly what format the Normal map is in.Explanatory GIFSurfaceNormal map strength: This will affect the intensity of the normal map. 1 is default, and ranges from 0-10. Values can be keyed-in outside of this range, but beware this may provide unwanted results.Bump Strength: This will affect the bump/height map value. This is a 0-1 value.Bump Distance: This changes the perceived height of the bump map. The correct way to use a bump map is to set the strength to 1 and then adjust the intensity with this value. Values equate to Blender units (or whatever you have set units to) for example 0.25 in here would be equivalent to 2.5cm in height. This value is limited to 5 but any value can be keyed in. If you wish to invert the bump, set negative numbers. Displacement Scale: This is the strength of the displacement map. The height of the displacement intensity is the same as the bump in that a value of 0.25 will equate to a 2.5cm displacement value.Displacement Midlevel: This offsets the location at which the displacement will start from. Higher values will make the displaced mesh move inward from it's original volume, lower values will make it move outward from it's original volume.Displacement usageDisplacement of the mesh will ONLY work if you have set the ""experimental"" feature set in the render properties. It is CYCLES ONLY, and there needs to be a subsurface modifier on the object set to ""adaptive"" otherwise this will not work as shown in the GIFExplanatory GIFMappingTri-Planar mapping: This will swap from a UV map, to a projected procedural mapping system that maps directly to the XY and Z coordinated of a mesh. This is useful for removing stretching of textures on objects with high-sloping faces.Seam Blending (only tri-planar mapping): This will blur the visible seams from the Tri-Planar mapping system. This can cause artefacts when using adaptive displacementRotate texture: This rotates textures along their mapped co-ordinates. The values in here should be treated as rotation in degrees. 90, would be a rotation of 90 degrees.Scale textures up: This scales the textures to look larger.Scale X: This will scale textures along the X axis. Higher values mean there will be more repetitions in the texture.Scale Y: This will scale textures along the Y axis. Higher values mean there will be more repetitions in the texture.Scale Z: This will scale textures along the Z axis. This only works when Tri-Planar mapping is enabled as UV maps do not have a Z axiz. They only work along XY (UV). Higher values mean there will be more repetitions in the texture. X Location: This will move the mapped texture along the X axisY Location: This will move the mapped texture along the Y axisZ Location: This will move the mapped texture along the Z axis. This only works with Tri-Planar mapping enabled as a UV map does not have a Z axis.Make Texture Smaller: Increasing this value will increase the AMOUNT of tiles generated. This makes the texture appear smaller as it's scales down to add more tiles in the same mapping coordinates. This affects all previous mapping settings.Explanatory GIFMapping and ScaleIf you make changes to the mapping values, then change the size of the object and apply that scale. Mapping values will adjust automatically based on what the new dimensions are. You may need to re-adjust these values. The advised workflow is to set you object up at the correct scale before applying the material.  Was this article helpful? Yes    No     Thank you for your feedback! Our team will get back to you How can we improve this article? Your feedback  Need more information Difficult to understand Inaccurate or irrelevant content Missing/broken link Others Comment Comment (Optional) Character limit : 500 Please enter your comment Email (Optional) Email Notify me about change Please enter a valid email Cancel  What's Next           Uber Shader            Table of contents                Shader Overview                             Shader Breakdown                       Documents Tutorials Store Discord       Copyright ©2023 True-VFX. All rights reserved Home Cookies Contact      "
29,fx.xyz docs true assets changelog,"fx.xyz docs true assets changelog.        Changelog           Home Products Support     Beta                 Contents x                True-Assets               Powered by              Changelog 21 Mar 2023          2         Minutes to read                 Contributors                Share this     Print  Share   Dark Light  PDF  Contents   Changelog  Updated on 21 Mar 2023             2            Minutes to read                       Contributors              Print  Share   Dark Light  PDF   V1 through 3Prior to version 3.1, True-Assets development was marked by a period of rapid experimentation and exploration. As a result, the team was constantly iterating on features and implementing changes in a fast-paced environment. With the focus on moving quickly and innovating, documentation took a backseat. While this approach can yield exciting results, it also means that tracking changes and documenting them in a formal way often fell by the wayside. As such, there are no official changelogs available for earlier versions of the software. However, the development team has since recognized the importance of thorough documentation and made it a priority moving forward.But let's be honest, we humans have a tendency to forget things anyway, so who knows if a changelog would have made much of a difference. Just don't ask us what we had for lunch yesterday!V3.1NEW:FBX support for batch asset creationOBJ support for batch asset creationMaterial and World shader options added to the N-PanelBatch update asset dataadd/change tagsadd/change authoradd/change descriptionsremove asset data (tags, author, descriptions)Collection supportSupport for different World texture typesHDR addedJPG addedPNG addedOption for searching Sub-folders added so you can choose to disable this if needed (happened regardless before)Fix Kitbash setsRemove Subsurf modifiersChanged displacement typeFIXES:Fixed a bug that caused issues with nested foldersFixed issues with catalogs not saving correctlyCan now delete catalogsFixed and issue with some assets appearing in the ""unassigned section""Fixed an issue with Kitbash assets not saving the texturesFixed an issue with textures not being pathed correctly in generalFixed an issue for HDRis not loadingGeneral code optimisationsV3.2NEW:Added pack images optionAdded ""move origin to the bottom"" option on import from directory/blend file functionsFilter function to asset creation tools so users can only create from files that have a keyword in their namesSupport for ""better FBX"" addon (if installed, then you can choose blender internal, or BFBX importer)Batch add Prefix and Suffix to asset namesCustom material values for ""create materials"" option (can now set values by default on the creation process)FIXES:Issue with large objects not rendering in iconsIssue with objects not rendering due to being disabled for render in the source fileBetter logic for searching for and applying materials for FBX and OBJ file creationGeneral bug fixes for Blender 3.3 and 3.4xV4.0NEW:AmbientCG integrationHDRIsTexturesCatalogs for AmbientCGTags for all AmbientCG assetsDownload toggle (Shows downloaded assets from AmbientCG)Updated shadersUberOrganicPlasticDefaultNew shaders designed for AmbientCG Worlds and MaterialsUpdated UI for shaders in the N-PanelQuickSwap (swap active object in viewport to any asset in TA object library)Shader Switch (switch any active shader to one of the other 5)FIXES:Nested collections now supportedFixed and issue with FBX files having wrong case letters in the FBX extension. Now support .fbx in any case e.g .FBX/.fbxFixed and issue with materials not working in EeveeFixed and issue with catalogs sometimes not showing in the dropdownFixed an issue in the HDRI shader to support both full range, and tone-mapped HDRi texturesv4.0.5NEW:Added catalogs from directory structureAdded function to import FBX and OBJ files into one blend for easier editingAdded specular controls to Uber, Plastic, Organic and AmbientCG uber shadersAdded sheen controls to Uber, Plastic and AmbientCG ubder shadersFixes:Change Z location and Z scale were greyed out when toggling the wrong value in shaders. Now greys out and becomes usable when the correct value is toggled (enable Tri-Planar mapping)Materials were broken in Blender 3.3 due to files from 3.4 overwriting the mix nodes. Now have a 3.3 file and 3.4 file to pull from to mitigate this issueFixed Eevee materials not working in some cases, and in other cases Displacement value being changed would break the look of materials.  Was this article helpful? Yes    No     Thank you for your feedback! Our team will get back to you How can we improve this article? Your feedback  Need more information Difficult to understand Inaccurate or irrelevant content Missing/broken link Others Comment Comment (Optional) Character limit : 500 Please enter your comment Email (Optional) Email Notify me about change Please enter a valid email Cancel   Table of contents                V1 through 3                             V3.1                             V3.2                             V4.0                       Documents Tutorials Store Discord       Copyright ©2023 True-VFX. All rights reserved Home Cookies Contact      "
30,fx.xyz docs true assets,"fx.xyz docs true assets.        True-Assets           Home Products Support     Beta                 Contents x                True-Assets               Powered by                    True-Assets     1 Article  in this category                Contributors                Share this     Print  Share   Dark Light  Contents    True-Assets 1 Article in this category          Written by Richard Traynor              Share   Dark Light       Getting Started in True-Assets      2 Articles     in this category                      Written by               Richard Traynor                    Creating stuff...      5 Articles     in this category                      Written by               Richard Traynor                    AmbientCG      3 Articles     in this category                      Written by               Richard Traynor                    Material Types      3 Articles     in this category                      Written by               Richard Traynor                    Utilities      1 Article         in this category                      Written by               Richard Traynor                    Interactive Guides      2 Articles     in this category                      Written by               Richard Traynor                    Changelog      V1 through 3 Prior to version 3.1, True-Assets development was marked by a period of rapid experimentation and exploration. As a result, the team was constantly iterating on features and implementing changes in a fast-paced environment. With the ...                    Written by               Richard Traynor                              Updated on : 21 Mar 2023                      Documents Tutorials Store Discord       Copyright ©2023 True-VFX. All rights reserved Home Cookies Contact      "
31,fx.xyz docs uber shader,"fx.xyz docs uber shader.        Uber Shader           Home Products Support     Beta                 Contents x                True-Assets               Powered by              Uber Shader 11 Feb 2023          6         Minutes to read                 Contributors                Share this     Print  Share   Dark Light  PDF  Contents   Uber Shader  Updated on 11 Feb 2023             6            Minutes to read                       Contributors              Print  Share   Dark Light  PDF   Shader OverviewThe True-Uber shader is designed for use with texture sets centred around Metallic and materials that don't fall into Organic, or Plastic materials. The ideal use for this material option would be for texture sets like raw/painted metals, rocks, grounds, hard surfaces like concrete or marble. The shader is broken up into 4 distinct sections, in the UI using drop-down functions. This is to make the UI cleaner and allow the user to close information that is not needed. If you view this in the shader-editor, or the material properties, it will not look like the image on the left but will look like this:We advise using only the options in the UI for convenience. However if you edit the node-group and change any input names, this will break the functions in the UI.Shader BreakdownColourEnable Colour Changes: This is a 0-1 slider value that will allow for adjustment directly to the HUE's on the diffuse/albedo map. This will not affect maps that are in the greyscale and will have limited effect on dark or very light hues.Metal Colour: This is a colour picker value. Click this and choose a new colour from the colour wheel. This will only adjust the hue of the material based on the METALLIC map values. This means it'll only affect the metal parts of a material.Metal Lightness: This is used to make the metal colour lighter or darker. Ranges from 0-2 and default at 1Non-Metal Colour: This is a colour picker value. Click this and choose a new colour from the colour wheel. This will only adjust the hue of the material based on the NON-METALLIC map values. This means it'll only affect the metal parts of a material. Non-Metal Lightness: This is used to make the metal colour lighter or darker. Ranges from 0-2 and default at 1AO Map Strength: This will affect the intensity of an AO map if detected.Explanatory GIFTwo texture types to show how different settings affect textures using Uber-Shader (Drivers are not enabled by default. This has been done for demo purposes) MaterialMetallic-ness: This will adjust the metal values in the shader. If there are ""metal"" areas, then you can make these non-metal by setting the value to 0. If you wish to make non-metallic materials more metallic, then set this between 0.5 and 1Metal Spots: This will attempt to change how the metallic map effects the shader. If the map has enough range in it, then this value will show more visible metal areas. This may be best seen when roughness or rough/shiny spot values have been adjusted. If the Metallic map is a pure black and white map with no range between those values, then this will not work.Non Metal spots: This will do the same as the above value, but for the non-metal masked sections of the metallic map.Roughness: This will affect the roughness of the shader based on the roughness map that was applied. This ranges from 0-1 and 0.5 being default (which is the roughness map with no changes applied) Lower values make it glossier, and higher values make it rougher.Shiny Spots: This affects the black-clip of the roughness map. Higher values will make the black-levels of the map more obvious, creating patches of higher gloss areas. Higher values may make the whole map dark, which in turn makes it glossier. This is a 0-1 value.Rough spots: This affects the white-clip of the roughness map. Higher values will make the white-levels of the map more obvious, creating patches of higher rough areas. Higher values may make the whole map light, which in turn makes it rougher. This is a 0-1 value.Anisotropic: This will enable the Anisotropy Value in the shader. See more information HEREEnable Opacity masks: This is on by default and will make sure any materials that have an alpha mask come in with that mask enabled, allowing for transparent sections.DX to OGL Normals: This value is a 0-1 value, and is set to 0 by default. This will flip the Green channel of a normal map so that it converts normal maps from Direct X (DX) to OpenGL (OGL) or vice-versa. This should be used if your shadows look wrong or if you know exactly what format the Normal map is in.Explanatory GIFSurfaceNormal map strength: This will affect the intensity of the normal map. 1 is default, and ranges from 0-10. Values can be keyed-in outside of this range, but beware this may provide unwanted results.Bump Strength: This will affect the bump/height map value. This is a 0-1 value.Bump Distance: This changes the perceived height of the bump map. The correct way to use a bump map is to set the strength to 1 and then adjust the intensity with this value. Values equate to Blender units (or whatever you have set units to) for example 0.25 in here would be equivalent to 2.5cm in height. This value is limited to 5 but any value can be keyed in. If you wish to invert the bump, set negative numbers. Displacement Scale: This is the strength of the displacement map. The height of the displacement intensity is the same as the bump in that a value of 0.25 will equate to a 2.5cm displacement value.Displacement Midlevel: This offsets the location at which the displacement will start from. Higher values will make the displaced mesh move inward from it's original volume, lower values will make it move outward from it's original volume.Displacement usageDisplacement of the mesh will ONLY work if you have set the ""experimental"" feature set in the render properties. It is CYCLES ONLY, and there needs to be a subsurface modifier on the object set to ""adaptive"" otherwise this will not work as shown in the GIFExplanatory GIFMappingTri-Planar mapping: This will swap from a UV map, to a projected procedural mapping system that maps directly to the XY and Z coordinated of a mesh. This is useful for removing stretching of textures on objects with high-sloping faces.Seam Blending (only tri-planar mapping): This will blur the visible seams from the Tri-Planar mapping system. This can cause artefacts when using adaptive displacementRotate texture: This rotates textures along their mapped co-ordinates. The values in here should be treated as rotation in degrees. 90, would be a rotation of 90 degrees.Scale textures up: This scales the textures to look larger.Scale X: This will scale textures along the X axis. Higher values mean there will be more repetitions in the texture.Scale Y: This will scale textures along the Y axis. Higher values mean there will be more repetitions in the texture.Scale Z: This will scale textures along the Z axis. This only works when Tri-Planar mapping is enabled as UV maps do not have a Z axiz. They only work along XY (UV). Higher values mean there will be more repetitions in the texture. X Location: This will move the mapped texture along the X axisY Location: This will move the mapped texture along the Y axisZ Location: This will move the mapped texture along the Z axis. This only works with Tri-Planar mapping enabled as a UV map does not have a Z axis.Make Texture Smaller: Increasing this value will increase the AMOUNT of tiles generated. This makes the texture appear smaller as it's scales down to add more tiles in the same mapping coordinates. This affects all previous mapping settings.Explanatory GIFMapping and ScaleIf you make changes to the mapping values, then change the size of the object and apply that scale. Mapping values will adjust automatically based on what the new dimensions are. You may need to re-adjust these values. The advised workflow is to set you object up at the correct scale before applying the material.  Was this article helpful? Yes    No     Thank you for your feedback! Our team will get back to you How can we improve this article? Your feedback  Need more information Difficult to understand Inaccurate or irrelevant content Missing/broken link Others Comment Comment (Optional) Character limit : 500 Please enter your comment Email (Optional) Email Notify me about change Please enter a valid email Cancel  What's Next           Asset-Browser utilities            Table of contents                Shader Overview                             Shader Breakdown                       Documents Tutorials Store Discord       Copyright ©2023 True-VFX. All rights reserved Home Cookies Contact      "
32,fx.xyz docs utilities,"fx.xyz docs utilities.        Utilities           Home Products Support     Beta                 Contents x                True-Assets               Powered by                    Utilities     1 Article  in this category                Contributors                Share this     Print  Share   Dark Light  Contents    Utilities 1 Article in this category          Written by Richard Traynor              Share   Dark Light       Asset-Browser utilities      Edit Assets (True-Assets) The 'Edit assets' function for True-Assets is designed to provide an easy way for users to be able to access the asset (Object, Material, Collection etc) and make changes to that asset so that those changes will be used go...                    Written by               Richard Traynor                              Updated on : 21 Mar 2023                      Documents Tutorials Store Discord       Copyright ©2023 True-VFX. All rights reserved Home Cookies Contact      "
33,fx.xyz docs whats newx publisheddate=1,fx.xyz docs whats newx publisheddate=1.        true-docs                Recently updated articles   Articles (0) Last 24 Hours  Last Month  Last Week  Last 24 Hours  Back to article No new article(s) found       
34,fx.xyz docs whats newx publisheddate=30,fx.xyz docs whats newx publisheddate=30.        true-docs                Recently updated articles   Articles (5) Last Month  Last Month  Last Week  Last 24 Hours  Back to article           Changelog          True-Assets 21 Mar 2023           Asset-Browser utilities          True-Assets > Utilities 21 Mar 2023           Introduction to AmbientCG          True-Assets > AmbientCG 13 Mar 2023           Installing AmbientCG          True-Assets > AmbientCG 13 Mar 2023           First time use          True-Assets > AmbientCG 13 Mar 2023        
35,fx.xyz docs whats newx publisheddate=7,fx.xyz docs whats newx publisheddate=7.        true-docs                Recently updated articles   Articles (2) Last Week  Last Month  Last Week  Last 24 Hours  Back to article           Changelog          True-Assets 21 Mar 2023           Asset-Browser utilities          True-Assets > Utilities 21 Mar 2023        
36,fx.xyz documentation documentation,fx.xyz documentation documentation.                                  
37,fx.xyz getting started in true assets,"fx.xyz getting started in true assets.        Getting Started in True-Assets           Home Products Support     Beta                 Contents x                True-Assets               Powered by                    Getting Started in True-Assets     2 Articles  in this category                Contributors                Share this     Print  Share   Dark Light  Contents    Getting Started in True-Assets 2 Articles in this category          Written by Richard Traynor              Share   Dark Light       Intro To True-Assets      What is True-Assets? True-Assets is an ""Asset Browser"" management tool for Blender. True-Assets is designed to automate workflows for the creation of assets marking  data from existing .blend files, marking data from current (active) .blend...                    Written by               Richard Traynor                              Updated on : 09 Feb 2023                   Installing True-Assets      How to install True-Assets Follow the steps below to install True-Terrain Open Blender 3D and navigate to the Edit menu. Select the User Preferences option. In the Addons tab, select the Install from File option. A file explorer window will appe...                    Written by               Richard Traynor                              Updated on : 09 Feb 2023                      Documents Tutorials Store Discord       Copyright ©2023 True-VFX. All rights reserved Home Cookies Contact      "
